Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prereg_experience,dev_experience,dev_reputation_1,report_experience,report_reputation_1,report_reputation_2,prereg_barriers_1,prereg_barriers_2,prereg_barriers_3,report_consequences_1,report_consequences_2,report_consequences_3,assessed_cr_tr_a_1,assessed_cr_tr_a_2,cr_factors_a,tr_factors_a,assessed_cr_tr_b_1,assessed_cr_tr_b_2,cr_factors_b,tr_factors_b,assessed_cr_tr_c_1,assessed_cr_tr_c_2,cr_factors_c,tr_factors_c,fishy_c,assessed_cr_tr_d_1,assessed_cr_tr_d_2,cr_factors_d,tr_factors_d,fishy_d,practices_perception_1,practices_perception_2,practices_perception_3,requirement,guidance,norms,training,research_area,phd_defense,phd_defense_2_TEXT,country,scenario_version
100,613,True,2024-03-12 14:02:57,R_1ZBQ9eyUlvag6pO,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather agree,I rather agree,I rather agree,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,30,60,"sample size,statistical methods,study design,information about preregistration,other:","research field,sample size,statistical methods,study design,wording of the text,information about preregistration",I didn't notice it,NA,NA,NA,NA,NA,55,60,40,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,I don't know,Multidisciplinary,Year of my PhD defense:,2010,Finland,C
100,525,True,2024-03-12 14:03:53,R_7EH5tRmyRI18827,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I agree,less,more,more,65,70,"statistical methods,study design,wording of the text,hypotheses","statistical methods,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,50,none,the journal where I would like to submit my paper/I have submitted my paper.,I don't agree,No,Psychiatry / Psychology,Year of my PhD defense:,2012,"Ohio Wesleyan University (Ohio, USA)",A
100,470,True,2024-03-12 14:18:32,R_4ManCmwMvBmnbVm,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,82,82,"statistical methods,study design","statistical methods,study design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,70,70,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,else:",none,I agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2011,Norway,B
100,560,True,2024-03-12 14:19:44,R_7lAAlJzGKVJR4KZ,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan,other:","research field,sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan,other:",I thought it was fishy,70,40,10,my PI or collaborators.,my PI or collaborators.,I don't agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2020,Switzerland,D
100,516,True,2024-03-12 14:31:44,R_7gABtpslNVjH1a9,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","statistical methods,study design,information about preregistration,information about deviations from the original plan",I thought it was a good decision,85,50,40,my PI or collaborators.,my PI or collaborators.,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,1996,United States,D
100,447,True,2024-03-12 14:43:02,R_2Y8ybhQuPMhNMTD,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,less,less,less,NA,NA,NA,NA,NA,NA,NA,NA,70,70,"statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","statistical methods,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,62,30,81,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I don't agree,Yes,Clinical Medicine,Year of my PhD defense:,1989,USA,C
100,415,True,2024-03-12 15:23:06,R_10Yz4805bQot1mV,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I agree,I rather agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,95,"sample size,statistical methods,study design,hypotheses,information about deviations from the original plan","statistical methods,study design,information about preregistration,information about deviations from the original plan",I was indifferent about it,76,31,26,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",my PI or collaborators.,I don't agree,No,Social Sciences,I haven't had a PhD defense,-99,Canada,D
100,303,True,2024-03-12 15:25:52,R_5DulpEnQmVfz3Vx,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,70,85,"research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration","sample size,statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,70,40,the journal where I would like to submit my paper/I have submitted my paper.,none,I agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2016,USA,A
100,1548,True,2024-03-12 15:26:29,R_3MtYBC61ycIe660,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I rather agree,I agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0,"sample size,statistical methods,study design,wording of the text","sample size,statistical methods,study design,wording of the text,hypotheses",I didn't notice it,77,10,60,none,none,I don't agree,No,Other:,Year of my PhD defense:,2023,USA,D
100,271,True,2024-03-12 15:31:29,R_2PHOZtyx8GhrIbM,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,80,81,"sample size,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,80,40,60,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,I don't know,Clinical Medicine,I haven't had a PhD defense,-99,The Netherlands,C
100,244,True,2024-03-12 15:48:31,R_12JDL65UUPfztFU,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,0,the journal where I would like to submit my paper/I have submitted my paper.,my PI or collaborators.,I agree,Yes,Social Sciences,I haven't had a PhD defense,-99,United States,B
100,22712,True,2024-03-12 16:50:28,R_14CABVFJ8Uzgs3D,email,EN,Yes,Yes,Yes,I rather agree,No,NA,I rather don't agree,NA,NA,NA,less,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,90,90,"statistical methods,study design,wording of the text,hypotheses","statistical methods,study design,wording of the text,hypotheses",I was indifferent about it,NA,NA,NA,NA,NA,80,40,50,none,the journal where I would like to submit my paper/I have submitted my paper.,I rather don't agree,No,Clinical Medicine,Year of my PhD defense:,2006,Brazil,C
100,775,True,2024-03-12 17:15:11,R_8MfaIJHM15jTfcF,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,50,50,"sample size,statistical methods,study design,hypotheses,information about deviations from the original plan,other:","sample size,statistical methods,study design,information about deviations from the original plan,other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,50,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",else:,I agree,No,Multidisciplinary,I haven't had a PhD defense,-99,Germany,B
100,295,True,2024-03-12 17:53:44,R_5xLWGL0Delzql1L,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I rather don't agree,NA,NA,NA,NA,less,less,less,54,53,"statistical methods,study design",other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,25,55,my PI or collaborators.,else:,I don't agree,Yes,Social Sciences,Year of my PhD defense:,2013,USA,A
100,7430,True,2024-03-12 18:18:12,R_3nvlfqHWJUNmFag,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I don't agree,I don't agree,the same / equally,less,less,NA,NA,NA,NA,NA,NA,NA,NA,92,100,information about deviations from the original plan,"wording of the text,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,100,72,52,none,the journal where I would like to submit my paper/I have submitted my paper.,I agree,No,Multidisciplinary,Year of my PhD defense:,1981,USA,C
100,6485,True,2024-03-12 18:26:18,R_5KYtzIdOplGa1vb,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I don't agree,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,100,100,study design,study design,I thought it was a good decision,NA,NA,NA,NA,NA,100,0,0,the funder of my research project.,none,I don't agree,No,Other:,Year of my PhD defense:,2002,México,C
100,190,True,2024-03-12 18:31:45,R_4h3jsGoSr1x4t6T,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I agree,I rather don't agree,the same / equally,the same / equally,the same / equally,61,60,"study design,hypotheses","sample size,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",the journal where I would like to submit my paper/I have submitted my paper.,I agree,I don't know,Clinical Medicine,I haven't had a PhD defense,-99,Turkiye,A
100,413,True,2024-03-12 18:47:36,R_82DmjhLnECZByPH,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I don't agree,the same / equally,the same / equally,more,NA,NA,NA,NA,81,80,"sample size,statistical methods,study design,hypotheses","statistical methods,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,92,1,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,No,Psychiatry / Psychology,Year of my PhD defense:,1975,USA,B
100,3223,True,2024-03-12 18:48:06,R_2HJJHPSmbzi9z7b,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I agree,I agree,more,more,more,NA,NA,NA,NA,50,60,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,40,50,"the journal where I would like to submit my paper/I have submitted my paper.,else:","the journal where I would like to submit my paper/I have submitted my paper.,else:",I don't know,I don't know,Other:,Year of my PhD defense:,2006,Canada,B
100,5530,True,2024-03-12 19:18:42,R_7fdXPvZcizwvFur,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,less,more,80,80,"sample size,statistical methods,study design,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,10,my PI or collaborators.,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I rather agree,Yes,Psychiatry / Psychology,I haven't had a PhD defense,-99,South Korea,A
100,710,True,2024-03-12 20:00:15,R_2SxJyNQaJf5zatP,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I don't know,I don't know,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,"statistical methods,study design,wording of the text","sample size,study design,wording of the text",I thought it was fishy,75,20,10,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,I don't know,Clinical Medicine,I haven't had a PhD defense,-99,Canada,D
100,385,True,2024-03-12 20:03:07,R_774r9L648hWN8pu,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,less,less,more,NA,NA,NA,NA,NA,NA,NA,NA,91,81,"sample size,statistical methods,study design,information about preregistration,information about deviations from the original plan,other:","statistical methods,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,80,75,15,my PI or collaborators.,my PI or collaborators.,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2012,USA,C
100,311,True,2024-03-12 20:26:41,R_4OHMcL8ee3kzC1d,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,75,80,"statistical methods,hypotheses,information about preregistration,information about deviations from the original plan","information about preregistration,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,75,40,30,else:,my PI or collaborators.,I rather agree,Yes,Other:,I haven't had a PhD defense,-99,Australia,C
100,469,True,2024-03-12 20:34:36,R_4LclBZaVImjZhLi,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,"research field,sample size,statistical methods,study design,hypotheses,information about deviations from the original plan,other:",other:,I was indifferent about it,60,85,85,none,none,I agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2019,Aotearoa New Zealand,D
100,319,True,2024-03-12 21:42:35,R_63wZIXc9kevGGcP,email,EN,Yes,Yes,Yes,I rather agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,70,70,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,40,30,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",the journal where I would like to submit my paper/I have submitted my paper.,I don't know,I don't know,Clinical Medicine,Year of my PhD defense:,2003,Australia,B
100,370,True,2024-03-12 22:16:18,R_4stuVaxa4Y4Tucp,email,EN,Yes,Yes,Yes,I don't agree,No,NA,I don't agree,NA,NA,NA,less,less,less,NA,NA,NA,NA,70,70,"sample size,statistical methods,study design,wording of the text","sample size,study design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,50,0,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I don't agree,No,Clinical Medicine,Year of my PhD defense:,1958,New Zealand,B
100,1975,True,2024-03-12 23:04:09,R_4jAGJZopUg9cPSM,email,EN,Yes,Yes,Yes,I don't agree,No,NA,I don't agree,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan,other:","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I thought it was a good decision,95,10,15,the journal where I would like to submit my paper/I have submitted my paper.,else:,I rather agree,I don't know,Clinical Medicine,Year of my PhD defense:,2002,Australia,D
100,1118,True,2024-03-12 23:28:10,R_5NMQrZX0nn52xk5,email,EN,Yes,Yes,Yes,I don't agree,Yes,I don't know,NA,NA,NA,NA,more,less,less,NA,NA,NA,NA,NA,NA,NA,NA,76,93,"sample size,study design,information about deviations from the original plan",other:,I was indifferent about it,NA,NA,NA,NA,NA,90,80,20,"my PI or collaborators.,else:",my PI or collaborators.,I agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2018,USA,C
